"FIN_TYPE","Finance Type","MEASURE","Measure","LENDER","Lender","PURPOSE","Purpose","REGION","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","430_1","Other motor vehicles - used light trucks","1","New South Wales","M","Monthly","2018-08","Aug-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","430_1","Other motor vehicles - used light trucks","1","New South Wales","M","Monthly","2018-09","Sep-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","430_1","Other motor vehicles - used light trucks","1","New South Wales","M","Monthly","2018-10","Oct-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"2","Lease Finance","2","Value of Commitments ($'000)","99","All Lenders","430_1","Other motor vehicles - used light trucks","1","New South Wales","M","Monthly","2018-11","Nov-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","245","Purchase of real property - Dwellings for rent/resale (by Individuals)","6","Tasmania","M","Monthly","2018-01","Jan-2018",69987,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","245","Purchase of real property - Dwellings for rent/resale (by Individuals)","6","Tasmania","M","Monthly","2018-02","Feb-2018",66692,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","245","Purchase of real property - Dwellings for rent/resale (by Individuals)","6","Tasmania","M","Monthly","2018-03","Mar-2018",95188,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","245","Purchase of real property - Dwellings for rent/resale (by Individuals)","6","Tasmania","M","Monthly","2018-04","Apr-2018",74370,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","245","Purchase of real property - Dwellings for rent/resale (by Individuals)","6","Tasmania","M","Monthly","2018-05","May-2018",81557,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","245","Purchase of real property - Dwellings for rent/resale (by Individuals)","6","Tasmania","M","Monthly","2018-06","Jun-2018",80706,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","245","Purchase of real property - Dwellings for rent/resale (by Individuals)","6","Tasmania","M","Monthly","2018-07","Jul-2018",79669,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","245","Purchase of real property - Dwellings for rent/resale (by Individuals)","6","Tasmania","M","Monthly","2018-08","Aug-2018",83827,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","245","Purchase of real property - Dwellings for rent/resale (by Individuals)","6","Tasmania","M","Monthly","2018-09","Sep-2018",67561,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","245","Purchase of real property - Dwellings for rent/resale (by Individuals)","6","Tasmania","M","Monthly","2018-10","Oct-2018",76844,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","245","Purchase of real property - Dwellings for rent/resale (by Individuals)","6","Tasmania","M","Monthly","2018-11","Nov-2018",76559,,
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","327","Construction Finance - Alterations and Additions","7","Northern Territory","M","Monthly","2018-01","Jan-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","327","Construction Finance - Alterations and Additions","7","Northern Territory","M","Monthly","2018-02","Feb-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","327","Construction Finance - Alterations and Additions","7","Northern Territory","M","Monthly","2018-03","Mar-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","327","Construction Finance - Alterations and Additions","7","Northern Territory","M","Monthly","2018-04","Apr-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","327","Construction Finance - Alterations and Additions","7","Northern Territory","M","Monthly","2018-05","May-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","327","Construction Finance - Alterations and Additions","7","Northern Territory","M","Monthly","2018-06","Jun-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","327","Construction Finance - Alterations and Additions","7","Northern Territory","M","Monthly","2018-07","Jul-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","327","Construction Finance - Alterations and Additions","7","Northern Territory","M","Monthly","2018-08","Aug-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","327","Construction Finance - Alterations and Additions","7","Northern Territory","M","Monthly","2018-09","Sep-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","327","Construction Finance - Alterations and Additions","7","Northern Territory","M","Monthly","2018-10","Oct-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","327","Construction Finance - Alterations and Additions","7","Northern Territory","M","Monthly","2018-11","Nov-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","333","Purchase of real property - Non-residential buildings - other","5","Western Australia","M","Monthly","2018-01","Jan-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","333","Purchase of real property - Non-residential buildings - other","5","Western Australia","M","Monthly","2018-02","Feb-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","333","Purchase of real property - Non-residential buildings - other","5","Western Australia","M","Monthly","2018-03","Mar-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","333","Purchase of real property - Non-residential buildings - other","5","Western Australia","M","Monthly","2018-04","Apr-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","333","Purchase of real property - Non-residential buildings - other","5","Western Australia","M","Monthly","2018-05","May-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","333","Purchase of real property - Non-residential buildings - other","5","Western Australia","M","Monthly","2018-06","Jun-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","333","Purchase of real property - Non-residential buildings - other","5","Western Australia","M","Monthly","2018-07","Jul-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
"1","Commercial Finance","2","Value of Commitments ($'000)","99","All Lenders","333","Purchase of real property - Non-residential buildings - other","5","Western Australia","M","Monthly","2018-08","Aug-2018",,"n","not available for publication but included in totals where applicable, unless otherwise indicated"
